貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2014-11-14 14:07:18+00:00,211037402285285_778495378872815,""" 蒼空盼飛鴻 蒼生等英雄 
"" 我們顛沛千年依然還在等候... ""
_
每一次創作電影或電視歌曲，都是難得能夠放肆幻想的機會。每張五月天的大碟，總會包圍同一主題，但在「第二人生」後，我們有幸參與「蘭陵王」.「步步驚情」.日劇「父子刑警」.及「黃飛鴻之英雄有夢」的戲劇歌曲，每首都充滿挑戰，自然也增加了不少創作的難度與樂趣。
_
今次，為了表現2014年重開機的黃飛鴻精神，大膽捨棄了傳統東方器樂（ 哈，原來一樣都沒有使用啊 ），只用樂團單純的鼓、貝斯、吉他、人聲的「四件組」來表現所有。
_
因為元素的減少，詞曲與樂器的互動與編排，就成為此曲重點。例如主歌的寫法，即跟過去有所不同，我們讓主唱的旋律線本身帶有節奏，與背景的「懂搭懂懂搭」成為穿插的雙線並行節奏。
_
黃飛鴻是位半傳說中的人物，卻讓那個列強不斷踏戶侵門的時代，有了具體鮮明的精神象徵，「自卑」「自省」「自信」是我希望詞曲能夠擴散的幾個層次，於是從0% 到100% 經歷不斷的建構跟推翻，60天后終於交出自己滿意的作品。
_
作品離開創作者之後，就等待和你們的電影經驗或生活日常，發生化學變化，產生全新生命了。
_
那麼，這首歌就交給你們，
請繼續寫下屬於你的「將軍令」吧。

_
五月天｜將軍令｜
? http://youtu.be/83I_5lq5MwI
_
在等誰 一聲下令以後
才想起 呼吸你的自由
從何時 習慣這種生活    

不相信 或是相信什麼
其實你 早已被決定過
你忍受 但是不願接受 

歷史 落在 贏家 之手
至少 我們 擁有 傳說
誰說 敗者 無法 不朽

拳頭 只能 讓人 低頭
念頭 卻能 讓人 抬頭
抬頭 去看 去愛 去追 你心中的夢

此生到盡頭 你是誰 曾怎麼活 他們說 就讓他們去說
生命如長風 吹過誰 的心頭 
你想被記住 的那個名字 將會是什麼
_
大時代 你我都是蜉蝣 
在昨天 你我還是頑童
而今天 雙肩如此沈重 

一首歌 只是靡靡唱遊
或者能 讓誰看見宇宙
全看你 願意聽見什麼

星月 從來 只能 沉默
微光 無力 遍照 角落
只求 點亮 你的 瞳孔

戰場 不會 放過 你我
直到 人們 覺醒 自我  
何時 不盼 不求 不等 將軍或英雄

此生到盡頭 你是誰 曾怎麼活 他們說 就讓他們去說
生命如長風 吹過誰 的心頭 
你想被記住 的那個名字 將會是什麼
_
蒼空盼飛鴻 蒼生等英雄 我們顛沛千年依然還在等候
失去了土地 失去了天空 自問 不能失去什麼 
_
此刻到永久 你是誰 要怎麼活 為什麼 還在問為什麼  
生命如長風 風中誰 在問我
你想被記住 的那個名字 將會是什麼
_
你相信什麼 你執著什麼 你就是什麼

_
五月天｜將軍令｜全曲電影版 MV
? http://youtu.be/83I_5lq5MwI?hd=1
_
作詞+作曲：阿信
製作+演奏：五月天
編曲：五月天+張勝凱
電腦音樂排程：阿信
和聲：鄭之明+黃士杰+李賢璞
管樂：吳智暉+許祐禎
錄+混音：黃士杰@五月天錄音室
鼓技師：余璨宇
製作助理：江昆餘+柯弗奇
_

_music info from B'in music_
●將軍令  相信音樂｜樂曲介紹
歌詞經過阿信不斷修改與精鍊，不斷挖掘內心更深處的自省與自覺，終於把一篇人生態度濃?縮進短短的35句樂句。成長使人不斷磨合自己與環境的關係，越調適就越趨近於社會化，?忘記自己的稜角個性與自由思想。[將軍令] 要自己做自己的將軍，甚至拋棄將軍英雄，覺醒自我意識，相信並實現自我價值。

歌曲主旋律以中國傳統五聲音階：宮-商-角-徵-羽構成。五聲音階除了音階構成和諧，?旋律好聽好記以外，本身就帶有濃厚的中國風色彩，對於電影故事的地理與時代背景是非常?契合。
_
●五人聚首   再次完成｜磅礡史詩
編曲中類似旌鼓的音色，搭配「咚-咚-嗒—」的戰鼓節奏，熱血的氣勢油然而生。「Oh?~」的合唱聲，也讓民族意識有抬頭的味道。主歌轉進副歌以及副歌尾端前八小節的樂器對?點，讓整首歌更有層次感，五月天最具特色的 band sound 也因此突顯出來。怪獸的 lead guitar 點綴適時補足了高頻，豐富了電影打鬥的激昂情感；最甚不斷爬升至 solo，急轉至 bridge 才平緩。",,110597,2926
2014-11-13 22:43:50+00:00,211037402285285_778154422240244,"關於撞球，我也有那麼一段小小淵源 (沒錯 ?_ゝ` ) 。大學時代，我為一家連鎖撞球店打工，工作內容是製作POP海報，因此，週末我常一個人待在學校工作室外的空地做海報，平均每個週末，都要連續不停的寫上60張，然後再把海報扛到其中一家撞球店，期間也窺得不少撞球館中的人生百態。
_
今晚和好友導演阿木 (五月天|乾杯、蔡依林|我呸) 衝逆轉勝二刷。孔玟燕導演在場面調度與劇本發揮方面，一直是他的強項，在流暢的故事與音樂中，看小香的早熟與執著，對比怪獸教練獨家的幽默派頹廢，加上識賢哥精湛釋放江湖氣息，以豪扮演卷髮大天使，嘉千姊飾演暴走社工，追加超經典演出的陳松勇大哥，很精采。
_
當年打工的歲月，週末就那麼被海報跟練團佔滿了，不太有時間多看電影。從沒想過，五月天有天跟電影有那麼多關連，怪獸的逆轉勝熱映中，林書宇導演石頭主演的電影殺青，五人也錄製完成黃飛鴻電影的主題曲，彷彿體驗了更多不同人生，為之後的創作累積不少靈感素材。
_
回頭說，那兩年的海報生涯結束後，我畫了無數撞球，抄寫上萬規則，卻從沒打過一場撞球。那段歲月漸漸遠去，怪獸石頭應該再沒在練團時，看到我被海報油性筆漬沾滿的指尖彈著吉他。九號球的規則，有時直指人生，無論繞了多少路，只要最後九號進袋，依然有機會 逆.轉.人.生。
_
怪獸 [ 九號球 ] - 逆轉勝主題曲
http://youtu.be/mb5tBUAzmjA",,115884,799
2014-11-12 13:38:26+00:00,211037402285285_777308745658145,"此生到盡頭 
你想被記住 的那個名字 將會是什麼？
_
http://youtu.be/83I_5lq5MwI",,83329,5527
2014-11-11 13:20:48+00:00,211037402285285_776684225720597,"生命如長風  風中誰在問我 
你想被記住  的那個名字  將會是什麼 ？
_
www.fb.com/imayday555",五月天 阿信 shared 五月天 Mayday's video.,81239,104
2014-11-10 12:59:01+00:00,211037402285285_776150672440619,"我買了250張電影票
請STAYREAL的夥伴看逆轉勝 ！
_
( 票票票 \( ‧?  .?  ‧? )? 怪獸哥我很挺你很挺你很挺你吧）",五月天 阿信 shared STAYREAL's photo.,87066,20
2014-11-08 11:22:08+00:00,211037402285285_775026692553017,"如何逆轉一個平凡人，成為不平凡的人？ 
那就把一份重擔放在他肩上吧。 

_
ps. 潛入西門町戲院和全場觀眾一同逆轉勝。  
www.facebook.com/monster531",,252571,1764
2014-11-06 14:28:43+00:00,211037402285285_773727952682891,"最近，
關於你的最美好的一件事是...？",五月天 阿信 shared STAYREAL's photo.,86320,47
2014-11-04 10:31:05+00:00,211037402285285_772607512794935,"831們，新專輯完成了！

_",五月天 阿信 shared 八三夭 831's photo.,54288,19
2014-11-03 15:21:59+00:00,211037402285285_772218309500522,"除了五月天演唱會，
這趟去高雄  你還有什麼計畫？  : )",五月天 阿信 shared 高雄款's video.,74668,76
2014-11-02 15:27:44+00:00,211037402285285_771652169557136,2015第一刻，你和五月天在高雄。,五月天 阿信 shared 相信音樂國際股份有限公司's photo.,95948,227
2014-10-31 12:22:18+00:00,211037402285285_770271456361874,"搭啦，萬聖節快樂。
_
( 沒有派對嗚嗚 )",,242014,1220
2014-10-30 14:01:07+00:00,211037402285285_769740083081678,"給我一點驚喜。
_
( 不要太多一點點就好 )",,74742,784
2014-10-25 01:39:03+00:00,211037402285285_766715453384141,"為了不浪費寶貴的週末，
我深思熟慮制定了週末計畫，如圖。
_
( 你的呢？)",,197085,2314
2014-10-23 13:39:24+00:00,211037402285285_765961720126181,100 % !,,125706,378
2014-10-14 12:58:41+00:00,211037402285285_761520880570265,"我用表情符號就能模仿你們了！ ㄥ(╯∠_ ╰ ) ♂°


.",五月天 阿信 shared iMusee看見音樂's photo.,85695,63
2014-10-09 21:24:49+00:00,211037402285285_758882660834087,"來談談關於創作時的進度 0%。
·
嗯，寫歌除了表達自己，更希望精確命中，命中想傳達的事物、感覺、色彩、溫度。 當靈感瞬間來臨的時候，寫完一首曲子，連泡麵都還沒泡好（餓了）。
·
不幸的是，靈感也會頑皮地躲上十天半個月，這時作曲就是個浩大的工程了。 耐心是所需的一切，我會仔細的推敲一首歌所需要的，再一步一步刪除不適合的和弦走向與旋律足跡。
·
這些過程會一再重複，前進一句倒退四句很常見，完全推翻重頭再來更是常態。 這一切漫漫無期，無邊無際，而被問起進度時，總是很抱歉的 0%。
·
不過，最後會有那麼一刻，它會突然從腦中發芽。旋律們手拉著手，一句牽著一句的往上生長。 終於，可以開心的用雙手把它們安裝到和弦與編曲中了，也許再添加菱角，或打磨細節，直到完美。
·
這麼多年，我學到的，是在 0%的背後，不停地拔河、拉鋸、挑戰、推翻，直到高牆開始出現裂縫，直到裂縫透出希望。 我越發習慣創作的混沌樣貌，它表面進度看似膠著不動，但背地裡其實無形前進。
·
我們或許有完全不同的人生，但你可能也經歷著 0%的人生進度，如果你曾全力以赴，那麼，世界或許已經不同了。
·
最後跟你說，我的泡麵快好了。

_
www.facebook.com/ashin555",,114576,2910
2014-10-06 22:28:37+00:00,211037402285285_757236520998701,"早安，
好久不見，跟大家報告一下 DEMO 進度好了。

...... 0%  (@c_ @ ) .zZ",,132366,386
2014-09-30 01:42:23+00:00,211037402285285_753853268003693,"早安，
今天早起作 DEMO 中。  "" ?(?c_,??)",,103879,229
2014-09-29 13:20:10+00:00,211037402285285_753554531366900,今天的你好嗎？,,180272,819
2014-09-27 12:30:55+00:00,211037402285285_752057704849916,"生蠔泡溫水澡
猜一演員：

_
溫生蠔 ......。   
ps. 沒關係是我冷了 nAka  ",五月天 阿信 shared nAka's photo.,141336,69
2014-09-26 14:54:12+00:00,211037402285285_751689638220056,"0'21秒處
瑪莎是以專業 Dancer 身份在台上。（無誤）",五月天 阿信 shared 五月天 Mayday's video.,48277,56
2014-09-26 07:44:31+00:00,211037402285285_751570354898651,"那年因為王建民，變成半個洋基迷，
這個球隊有太多傳奇球星。

今天是隊長 JETER 退休前最後主場賽， 他揮出漂亮的再見安打，
為傳奇寫下完美的片尾曲。

永遠的洋基隊長，紐約王子 DEREK JETER！",五月天 阿信 shared JTV LIVE 轉播台's photo.,61441,27
2014-09-25 12:21:00+00:00,211037402285285_751213101601043,"時間到了它沖咖啡，讓豆香把你喚醒。
( 這個鬧鐘有人性多了，冠佑哥鬆一口氣 )",五月天 阿信 shared StayReal Caf?'s photo.,86656,46
2014-09-24 13:17:37+00:00,211037402285285_750749618314058,"也許大家聽我說過，大學時期 ""冠華"" 老師的一些小故事，除了執教創作與設計20年，老師也從1993年起，在花東海岸設計了一系列的住宅作品。

孫燕姿 [完美的一天] MV中，唱的「我有一棟大房子...」就是老師最著名的作品第一號。這十幾棟作品，日前集結成書，有幸和蔣勳老師一起寫序，和對建築、設計、美學有興趣的大家分享。 : )

_
[序] 搖滾盒子 / 阿信 

_
很久很久以前，人類學會了製造一種「盒子」。

這種盒子，是能觸發很多感覺的製品，盒子為我們帶來安全感、歸屬感、愉悅感，當我們置身其中。盒子帶來的不只感受，事實上，也充滿了實用的機能，盒子改變了我們的生存方式，從此我們不必餐風露宿幕天蓆地，這些盒子，上能遮蔽烈日與暴雨，下能遠離瘴癘與洪水，側能防禦牲禽獸與盜竊。於是人類再也離不開盒子，而盒子的進化史，便展開了。

不停進化的盒子，有了越來越多的機能，對應著天上的繁星，地表生長出無數的盒子。人們開始把盒子散落在鄉村，或堆疊在城市。製造盒子的工法技術與機能規模，漸漸龐大而繁複，所以設計與建造盒子的權力，也漸漸從平民百姓與地方匠師，集中到名為「建築師」的人手上。

上帝決定我們眼前的風景，需要經過地殼運動、風吹雨淋，動則花費百萬甚至千萬年，而居住在現代社會的我們，把決定風景地貌的權力，交給了建築師。這群傳承西方菁英建築教育的勇敢實踐者，用短於上帝數百數千倍的時間，制定並建造了集合住宅、學校、醫院、水庫、別墅、市政府、辦公樓、體育場、遊樂場、百貨公司、和所有擁有華麗名稱的建案。

我們用一生的時間，穿梭在盒子與盒子之間。我們欣賞並評論盒子，用一輩子的時間賺錢購買盒子，我們甚至出國去看不同的盒子。我們在盒子裡出生、成長、相愛，在盒子裡生殖、衰老、死去。我們很少有那麼信任一種人，這樣決定我們的生命的品質，左右我們的命運，即使我們從不認識他們，不知道他們是否讀詩、是否旅行、是否鍾愛藝術、是否關心我們的生活，我們依然把自己交給了他們。

有幸認識「他們」其中的一位，他是建築師，也是影響我最深的老師 - 陳冠華先生。他如何改變並重新建築我的生命，不在此贅述，因為那只是他數十年教學生涯其中的一小片段了。難能可貴的是至今他依然付出無限的時光，一年又一年陪伴終於從聯考中解脫的同學們，重新建築心靈、美感、經驗、與所有無以名狀的生命品質，如同當年的課堂，我們常與老師一起從午餐的福利社，不間斷上課到共迎晨光的美而美。

平克佛洛依德即將推出新作的這年，冠華老師也終於將他的思考與實踐付梓出版了，我們將看到一位建築師冒險、自省、實踐、突破的心路歷程。那年，有幸參與花東海岸的第一號建築，數次和老師與設計團隊在石梯坪海岸露營，我們親身體驗基地的風、光、夜空與海洋，讓基地不再只是基地。而後，冠華老師以每兩年一個設計的步伐，結合在地工匠共同深耕，在亞洲與太平洋的交界點實現了九座搖滾史詩般的建築篇章。

這些年我隨著巡演，經歷了不同國度，穿越無數華美或巨大的建築，但始終無法忘記第一次走入冠華老師作品的震撼與感動，它在那片山海的交界，那麼特立獨行卻又如此融合天地，那粗礦表面如電吉他音牆，那厚實結構如爵士鼓節奏，它同時讚美了又顛覆了建築的歷史與演化。在我心中，冠華老師是最搖滾的建築師，而他創作了全世界最搖滾的「盒子」。

_
[報導] 你會更懂五月天！認識阿信恩師「陳冠華」
http://travel.ettoday.net/article/67192.htm

[書訊] 逐海而居：陳冠華花東海岸小住宅設計
http://www.books.com.tw/products/0010646896

[居住] 無殼蝸牛全面進化 10/4
https://www.facebook.com/housingmovement2.0",,104795,1579
